NH_File,Left_FFT_1,Left_FFT_2,Left_Skew,Left_Kurtosis,Right_FFT_1,Right_FFT_2,Right_Skew,Right_Kurtosis
NH10,0.001802001348437443,0.03637471379862177,1.2012256790818785,1.4407782777265048,0.003271658548896994,0.04033115971292476,1.353881246250921,1.6456605096957517
NH102,0.006405777274480329,0.038593163561834856,1.3707532042006005,0.9172154970849653,0.0019295584529004373,0.029108616832842712,1.0590570747202837,-0.36315627046790766
NH103,0.0023661511836650106,0.029207891794725594,0.8787534193820866,-0.5657036232261765,0.002799219045940049,0.02991651133298887,0.7835260072755832,-0.4179918789227264
NH104,0.0028285302156234593,0.030123089228601567,1.0446736426888104,0.2778375859085971,0.0019937423762144135,0.029665222727241782,1.331765122012925,1.0062753661035178
NH11,0.0003626357905659461,0.03556531409431889,1.3397789755655942,1.3752813678326739,0.0010280845161503294,0.038693652264541835,0.8144504195728148,-0.19699531513038648
NH110,0.003779593044015428,0.0316813513543408,0.9118091588236262,-0.5085398173372817,0.0029008715958411813,0.031565462017282164,0.5310374634977589,-0.7519673169029466
NH111,0.0023229309236398876,0.02977702436354778,1.0028376796774152,-0.1479352390990103,0.0026585474792355512,0.03103686951047009,1.1143359894899532,0.176319997402421
NH115,0.003741131872573078,0.030062580165264897,0.5465185926437895,-0.8197199464620035,0.0024598562187350126,0.028358539684758138,0.5532214132809953,-0.3144116808557551
NH12,0.0013752843546228632,0.04340731486829864,0.93229439018255,-0.020733721470213684,2.7817848888389562e-05,0.041152013684348523,1.0568332191745313,0.031401162055348486
NH120,0.0028045988619851414,0.02956392632687097,1.2066644941067282,0.448731190880328,0.0010603548014600506,0.029187025172834974,0.9557795987543147,0.19468254207781222
NH122,0.004103243210067831,0.03171124729009152,0.6373496658476369,-0.788337094067725,0.0065322952006283685,0.03878797543500549,0.31789513817055143,-0.6098582384932292
NH123,0.003567352229129739,0.029840681146757007,0.13008272030088594,-0.6063104723945267,0.0031595013552419005,0.030580050370285695,1.1089305416605792,0.7075117336445724
NH128,0.002604779509159383,0.029202940497159224,0.9300212119938879,-0.021206743051104482,0.003285560774259011,0.03110621340825125,1.1625252991562334,0.47867387797338923
NH129,0.003024029907123804,0.029574627848428,1.029812636143721,-0.21964133247813056,0.0036962324802516378,0.03123773585338768,1.0212161127944068,-0.23712455240982022
NH13,0.0009821611970437516,0.03826902696416896,1.2170782001601117,0.5148190765638203,2.948232761923464e-05,0.041181038790603364,0.9400619793736134,0.4554655436211221
NH130,0.0027916961446265987,0.03187200765536764,0.9712177458618779,-0.21913860742682,0.0072516188374578405,0.04030049735868649,0.7133271088470643,-0.618606655850729
NH131,0.003925117932794819,0.03227313953562656,1.1611120800383237,0.6677684820990826,0.002900910453973893,0.029292497953904824,0.8360013351238877,-0.0033437159092932767
NH132,0.00352020181068724,0.029592878894222865,0.5120252599005527,-0.928024382871024,0.003701456512615664,0.03140031916484102,0.08892968763365725,-1.2110737434974004
NH133,0.0035353631532917262,0.0306374834372563,1.0880840606033615,0.5842647134299894,0.003858573178519009,0.03202686712700286,1.3438396699142718,1.0159034523522914
NH134,0.004106353323201972,0.030392882275332746,0.8136013047621207,-0.3684236948157449,0.00432594056059088,0.03067064926998437,1.0225343947919687,0.47793064726401147
NH135,0.0034652926243694537,0.031280292231893,0.8446551496978049,0.26323070210331645,0.006706290554305383,0.038777337815940796,0.7244273136089188,-0.24232422522020514
NH136,0.00473978389975116,0.032421990724052684,0.9205032876698843,0.10020409073536696,0.0043378988437723365,0.03228349634863325,1.09100922537865,0.7036244109921439
NH137,0.0046854573452037585,0.03282466651113715,0.778105862983624,-0.36851709269058874,0.004237362912476783,0.0328075501035008,0.9467222564371373,0.1307398769292636
NH138,0.004118839008441455,0.03236950706365355,1.026278259794108,0.12096278925640114,0.003932554159945312,0.03246751327778816,0.7476618696290923,-0.19162022870131956
NH139,0.004286914731608249,0.03446035165284423,0.6453522839121857,-0.3993368958188559,0.0016394334328992954,0.03167953536512967,1.156223982477684,0.5791448783267019
NH14,0.0025816496547577117,0.03989744445910988,1.1205559920922001,0.2996609151223648,0.0030245597379234823,0.04256163648175392,1.0242708980220516,0.906026155965379
NH140,0.0039002704518225073,0.03220512649635396,0.7848769670763834,0.00412423501206316,0.002123877268218166,0.03053495045247019,0.3930642943427888,-1.0728969629607354
NH143,0.0030716001261907877,0.03058296048888068,0.8757678475577266,-0.26959826773858087,0.0026544621581763295,0.030356809671622003,0.7992706610049344,-0.623063889943873
NH146,0.0036012159461904503,0.03329563586134011,1.2861049979244725,1.0147672046898215,0.0023016574972416493,0.031341557098460406,1.2110287473779955,0.4777779272276348
NH15,0.0010479504263116723,0.0367539369423019,0.6973208592168164,-0.6175740936669651,0.001342103991106569,0.03951360549665721,0.8044369377892925,-0.07306772718780774
NH154,0.0038098114921751858,0.03296101074960861,1.09889449576498,0.0010441252927519962,0.004070862388772412,0.03356666227937994,0.917171120005325,-0.2558644120903013
NH156,0.003595748027294121,0.03293821497727382,0.5082412685993232,-0.4820009542406738,0.004703621505143474,0.03567968236153561,0.424851139122776,-0.36625256390489325
NH157,0.0023954493777154084,0.029606033482258164,1.2939938742026849,0.9809661886517618,0.0031450720158190393,0.030965815667915255,1.623693748650125,1.8453769419869852
NH158,0.0029418396950973147,0.03224038177795292,0.680365798128907,0.09757455483228217,0.003401372971211458,0.032910856347684106,0.42738902031159076,0.07915987218161336
NH159,0.0024150393683299853,0.031137923956178745,0.8814196787149183,0.15581744272459863,0.002828880724877081,0.031227404537189155,0.8809534917802807,-0.011298781501602129
NH16,0.001313179197552472,0.03301592451773451,1.2030777500019156,1.2547331288763939,0.0012542743992653982,0.04061873975781311,0.062369787036869934,-0.4324011592621031
NH160,0.0028853962313917236,0.029630971362405837,0.6664048356636557,-0.6131417281521192,0.0023874342527108183,0.029498978577325585,1.3089890867730731,0.6536499804754019
NH161,0.005796584408869876,0.03983856537062272,0.12339535682085973,-1.170153276470739,0.002980231071290973,0.03229903146202233,0.11665333609994301,-1.1893442717745832
NH162,0.0011496863494357967,0.027908090017415118,1.217492921471876,0.5313452072194655,0.0031150406505275896,0.030863229059182942,1.4364478978390747,1.15703072804404
NH163,0.0033698052315003224,0.03166540717341308,1.1116506761789546,0.47447617668500586,0.0038500616214776073,0.033327245016507384,0.9198580505079681,0.682352976260618
NH164,0.003733659038971382,0.03152273342383971,0.31357270268354964,-0.9829218674232849,0.00310609693958952,0.03151380951338075,0.39220801616169243,-0.9276016323291159
NH165,0.003004192648006665,0.03211122411404663,0.47187143603474524,-0.5180818659752258,0.00466324146127306,0.03584723301881758,0.42137757920488966,0.31545826041291436
NH166,0.0028469955409491376,0.028738927421504044,0.9007648561568615,0.22844235211784802,0.00249843044730369,0.02941074947027892,0.5905192833565267,-0.3896998181238409
NH167,0.003168512419961189,0.02978094000678573,0.9283903885018068,0.16740891834588467,0.003235443501125701,0.03243379635906052,0.8598440706671147,0.534281953780662
NH168,0.0041260322656739845,0.03140578792008939,0.8389845407494393,-0.496783413543481,0.004138072256265168,0.03292827185525407,0.20862623528075122,-1.229407918553904
NH17,0.0003509391654574756,0.03888808486033817,1.122263517324622,0.3653469911185039,9.872946657196735e-05,0.036039640669265606,0.8214895240934105,-0.2514076678426176
NH170,0.004884753506672723,0.03665335739263158,0.7936213142384606,0.13042700357765247,0.003518056193343,0.035845359851443215,1.8018332224194507,3.5614677386261144
NH173,0.0037070082797185933,0.03343805074113938,1.1906081371120654,0.5696991838310432,0.003911151670763502,0.03490596347247425,0.2685705620742544,-0.4899551846292236
NH174,0.003154024277307599,0.03378895349255613,0.7216785820747584,-0.3011730677403919,0.0023617688780745993,0.03209003704184081,1.165710912899059,0.9464593034942452
NH18,0.0005364257951328,0.037256195427564844,0.9825997397704789,0.05314061249318236,0.0027240074968517547,0.04060669314864769,1.1620305897211347,0.7695943909457967
NH19,0.0004227900755893188,0.036199343886975814,0.9843578718752148,-0.0780842398329451,8.255943576074287e-05,0.0367879247353584,1.357251419347642,1.0845521251721602
NH2,0.0021050200927525964,0.03757036124524005,1.3530922777304537,1.0789664071076848,0.0018341658360441215,0.03705516258560023,1.1517604983804304,0.9885616886839221
NH21,0.0004348297270553303,0.03483159356363029,0.8651366115168465,0.49313365855422164,0.0017560894905273017,0.03926452962652951,0.7554167287668253,-0.14319457755464216
NH22,0.0006305751169861651,0.037020395933067475,0.38721574181197366,-0.839779810290695,0.0011359557976504675,0.03631146800781351,0.8060587777683323,0.6175176487236804
NH25,0.0037924409357970035,0.031155881561438392,0.6055506882878099,-0.7726100736677002,0.002222722027340751,0.029536639108808698,0.2956540117172528,-1.3030685859159459
NH27,0.00032717571224338826,0.03675764965163041,1.2703112020235663,1.3781494401926917,0.0016855574891252445,0.04068406147769236,1.314423100355368,1.377391131833436
NH28,0.00046567555443743913,0.041793037765745486,0.7628455086516072,0.09685240646272453,0.000888248580764639,0.037016336197125334,1.2966595008720359,1.132622000068607
NH29,4.620908362085174e-05,0.03425482845736954,0.6795569899840596,-0.06910313044668381,0.001235318586310541,0.03708027914010437,1.030242339375752,0.6490060314049662
NH30,0.002267665048066192,0.038760138904916856,1.1278514402219308,0.39121094431247583,0.0018658807163092206,0.037267987662379654,0.8570151264949276,-0.4709227326871259
NH31,0.0015104505171237292,0.041014878627808886,0.4526929310291468,-0.4400745622953486,0.0017449096397967878,0.039202596406896995,0.25672723101289907,-0.7589526874605235
NH32,0.025371771895891015,0.009908499999595888,1.0206973427928963,0.8347071675472195,0.0014546439516323062,0.03692793452315181,0.5385538185849527,-0.40382580309526306
NH33,0.0016498050809445886,0.03623402422578018,-0.19199807996434365,1.5087014970771158,0.002643326536656332,0.03770401546601704,-0.3030685181511212,-0.5073035437250772
NH34,0.001337694325798111,0.03624072684669872,0.8972916438417315,-0.20228217025378203,0.0014142275412041272,0.038917009558497764,1.157000571251777,0.42428596425998055
NH35,0.0014006674921915874,0.03709383255670661,0.5859646659653898,-0.15143316185170574,0.00071111924293632,0.03647743955365609,0.9562766216936524,1.21567903829777
NH36,0.0010858210988118344,0.03954543261415816,0.4884309227612941,-0.735895451315836,0.0016435684918860716,0.037684959041146986,0.9756246004779017,0.1449462941969717
NH38,0.0030410825254705287,0.03200460380340042,1.0125190548129466,-0.2287500312347599,0.0033764716145583407,0.03077662292615827,0.8350854058402951,-0.5644639172501167
NH39,0.0036557039178433115,0.03410793177807328,0.7406068001678711,-0.25093587874909007,0.005231301014838152,0.035998829352243064,1.0725254559174635,0.5801074572747043
NH4,0.004419512629738165,0.03687673372204995,1.1973930055388602,1.024968175237139,0.0012145751894081513,0.04240926312164738,1.4343981785538027,1.97950601266876
NH40,0.004748015637673575,0.035384946906583566,0.7138847937926054,0.4060874298516306,0.0029612617009036057,0.03128132180776889,1.12997287109191,1.1632964687438063
NH41,0.003358019306318738,0.032104177936758335,0.8254626351734827,-0.2822120671914137,0.00323764254545722,0.03006847707842484,0.7985090979591057,-0.23210363544409418
NH42,0.0028617928605854104,0.027174131324425383,1.5196274786667532,1.34260087867752,0.0030080565432299977,0.029916445811381108,1.075160303198413,-0.07999794759563317
NH43,0.003960158055249963,0.0319929095573797,0.7358183287157156,-0.30418063149273866,0.003713566155852277,0.029771493882886416,1.2332867529373766,1.3382986784523672
NH46,0.00312024342940731,0.03165900622649338,0.9202425009646055,-0.07645392772916315,0.004491623166302361,0.033566546918714586,0.9557243445769503,0.16977430048559805
NH47,0.0051331793345923415,0.034203927775662384,0.6076059654363734,-0.2512083311164588,0.0027827445027810427,0.030346260226258498,0.5743193165731229,-0.398140338982504
NH5,0.0019111964584510588,0.030801367916018844,1.0272744897155974,0.43724307104983806,0.0033953191324229692,0.03187592751230171,0.9808747820600198,0.007858302368083603
NH52,0.0024273506806480327,0.029351032667931452,1.0858856533599772,0.29968918217379636,0.0021794557740406617,0.029633751006245088,0.7209727857040116,0.006865439132637707
NH53,0.00282589437176739,0.03200050488272183,1.30017016737028,0.5638847321055147,0.002634775194067629,0.03254391896453665,1.3574581129645824,1.1404236942528962
NH54,0.002758468895109445,0.027587816898133406,0.5398038985235938,-0.19131220031211038,0.0037808780761920957,0.03134885542188766,0.9229634255105685,0.29853611499637367
NH55,0.0029609099639955616,0.03070823904744766,0.8797114484241668,-0.35408045673902944,0.002830302009215302,0.029340448258996857,0.811958906161483,-0.4170754433912127
NH56,0.0023334896370101887,0.030376093083165967,1.3204345215171727,1.0738755690625776,0.003176143720622804,0.032316340079983095,1.6873044784105513,1.8989924255581094
NH57,0.0034874307021368622,0.0323097613587527,0.26481877853162317,0.2974808643297173,0.0018229792493116292,0.029636158304088146,-0.14058254774691992,-0.5375786692940681
NH58,0.002740570140701948,0.030466921767379456,0.6492232072121531,0.37815189452311326,0.003703448945898913,0.033232823127445056,0.8240858258330795,0.6942452732706657
NH59,0.003331435524472681,0.032943443556976884,0.28581072892508685,-0.6264679415167542,0.0025156198564388887,0.031199924509419722,0.6532160855074811,-0.23248310007705442
NH60,0.0030713227681076205,0.031056239976382974,0.9165980966790033,0.3253380463998976,0.0040801903517149185,0.03199106633241117,0.1891740927474078,-0.5321764508386866
NH61,0.005967053825735036,0.037864958528106854,1.019466738988906,0.14717766917476238,0.003830437190328162,0.03082206657505471,1.4583588972633574,1.3595591582261797
NH62,0.0035512440734057904,0.0297990772094945,1.0307076787739489,-0.11755959041561503,0.0035194402510541067,0.030685303201016863,0.7414820922053852,-0.3063485177617893
NH63,0.0026527080325422503,0.029631276761565628,0.653143738630159,-0.26202882633653957,0.002954610386780132,0.030194921270729855,0.18020686075592982,0.7403596112591977
NH64,0.003036113259561546,0.029910213236330547,1.1716001202419526,0.5950912811909688,0.005146793946847694,0.03592972015616607,1.512125651102369,1.4251050498204991
NH65,0.002967596469147793,0.02967330530304324,1.327618441579977,0.6713992924822936,0.002993223421257518,0.030236898744976974,1.0807921437125725,0.11240364570524353
NH66,0.0024494500666776275,0.029908182280136274,0.639850047046265,-0.2117574018114361,0.003655381712377448,0.032289698723738144,0.6534165095234695,-0.009920221304304366
NH68,0.0032209171365877864,0.03047074759775705,1.3637838192378924,1.2511328134413509,0.000835185987625664,0.027869829859698873,0.9322107031415102,-0.024503304610122623
NH70,0.004394451870325611,0.030689698277880442,0.9337595397274995,-0.2876528903067843,0.003972176687625506,0.03171962991764403,1.1138226663823256,-0.29918407095063504
NH71,0.0029000314945051286,0.032111022225711244,1.446824779195294,2.064171634909787,0.0034423781899022288,0.03232054128289865,0.8418119727889496,0.2738980971311271
NH72,0.004086591596148992,0.03257750167829075,0.8076405314277038,-0.5002091779341384,0.004351516176996029,0.03353842261638305,1.0888192865782902,0.6909104903397529
NH74,0.0021793771835803,0.02756607067719952,1.1599736477405609,0.7935300364210898,0.0026457343161041535,0.029364553036579737,0.8214314277583077,-0.09478139442034106
NH8,0.00044890520365470366,0.034670411309817545,0.5674691147990145,0.13108692832480262,0.0006766839389058532,0.03667389785607936,0.38583988573879013,-0.010353032754901736
NH89,0.0032116456283119987,0.030766128165385726,0.9765136119456168,-0.3413555803092212,0.002942750409800965,0.031579367456334655,0.8900331258126322,-0.30879753424134915
NH90,0.006763447175377024,0.03826388995545803,1.1058887558657298,0.4910814532899277,0.0019629192704826437,0.028028286641991636,0.9431149056599857,-0.18932841819351376
NH91,0.0028700772667917818,0.030061813098492852,0.781629064436049,-0.5921865955686814,0.002883782254755829,0.03144128040905676,1.094726501014476,-0.19893061406223023
NH92,0.0025587618497411313,0.030603119989244303,0.8017697907865253,-0.2532359391827721,0.0019806426457762427,0.029644238293032928,0.9112931650148451,-0.2883030317435322
NH93,0.002448477068099919,0.02859940599110168,0.9271441050291166,-0.3772817680986349,0.002032299304730145,0.02966943584869599,0.7567391422989134,-0.540807057682859
NH94,0.0032701973752722324,0.030298537427324208,1.3570043833180405,0.9444234313550002,0.002769578962329433,0.029572960901580618,1.2262212175477905,0.46695753797111816
NH95,0.002828002445085076,0.03029055565060344,0.47471267230354275,-0.8177491812805839,0.006025551112315952,0.0376921167683902,0.5838216575809947,-0.48624176998633084
NH96,0.006356631158105586,0.03715135665187703,1.8077210625960163,3.070397576064278,0.006205808791264644,0.03639013209753363,1.5522403616458251,1.9175443864160693
